cpu_num,width,height,time
4,30000,10000,0.376860
4,30000,10000,0.346790
4,30000,10000,0.346642
4,30000,10000,0.370370
4,35000,10000,0.414663
4,35000,10000,0.399351
4,35000,10000,0.389364
4,35000,10000,0.397206
4,35000,10000,0.396603
4,35000,10000,0.414485
4,35000,10000,0.406169
4,35000,10000,0.429661
4,35000,10000,0.403278
4,35000,10000,0.409848
4,40000,10000,0.464425
4,40000,10000,0.473923
4,40000,10000,0.468341
4,40000,10000,0.447557
4,40000,10000,0.466728
4,40000,10000,0.460275
4,40000,10000,0.461102
4,40000,10000,0.457817
4,40000,10000,0.441732
4,40000,10000,0.440331
4,45000,10000,0.530996
4,45000,10000,0.484925
4,45000,10000,0.537547
4,45000,10000,0.522959
4,45000,10000,0.497030
4,45000,10000,0.531948
4,45000,10000,0.503364
4,45000,10000,0.513390
4,45000,10000,0.506979
4,45000,10000,0.540320
4,50000,10000,0.575704
4,50000,10000,0.577122
4,50000,10000,0.564964
4,50000,10000,0.590496
4,50000,10000,0.536160
4,50000,10000,0.543594
4,50000,10000,0.571941
4,50000,10000,0.601513
4,50000,10000,0.566139
4,50000,10000,0.543030
5,1000,10000,0.019239
5,1000,10000,0.019343
5,1000,10000,0.016577
5,1000,10000,0.019862
5,1000,10000,0.021534
5,1000,10000,0.016688
5,1000,10000,0.016362
5,1000,10000,0.021169
5,1000,10000,0.018750
5,1000,10000,0.022886
5,5000,10000,0.058021
5,5000,10000,0.064438
5,5000,10000,0.062361
5,5000,10000,0.057904
5,5000,10000,0.069273
5,5000,10000,0.066884
5,5000,10000,0.077858
5,5000,10000,0.062425
5,5000,10000,0.060390
5,5000,10000,0.071819
5,10000,10000,0.121050
5,10000,10000,0.142599
5,10000,10000,0.140166
5,10000,10000,0.144844
5,10000,10000,0.130164
5,10000,10000,0.153248
5,10000,10000,0.134932
5,10000,10000,0.135515
5,10000,10000,0.124035
5,10000,10000,0.135069
5,15000,10000,0.181601
5,15000,10000,0.177860
5,15000,10000,0.180080
5,15000,10000,0.191987
5,15000,10000,0.193811
5,15000,10000,0.178754
5,15000,10000,0.189646
5,15000,10000,0.173578
5,15000,10000,0.171472
5,15000,10000,0.196476
5,20000,10000,0.251274
5,20000,10000,0.224205
5,20000,10000,0.227421
5,20000,10000,0.221571
5,20000,10000,0.226163
5,20000,10000,0.260501
5,20000,10000,0.264769
5,20000,10000,0.223547
5,20000,10000,0.227641
5,20000,10000,0.223309
5,25000,10000,0.277337
5,25000,10000,0.268203
5,25000,10000,0.271785
5,25000,10000,0.299596
5,25000,10000,0.265481
5,25000,10000,0.264132
5,25000,10000,0.276059
5,25000,10000,0.277740
5,25000,10000,0.290787
5,25000,10000,0.281648
5,30000,10000,0.304841
5,30000,10000,0.334174
5,30000,10000,0.306869
5,30000,10000,0.304522
5,30000,10000,0.319768
5,30000,10000,0.323011
5,30000,10000,0.313995
5,30000,10000,0.313895
5,30000,10000,0.309857
5,30000,10000,0.313584
5,35000,10000,0.360193
5,35000,10000,0.347266
5,35000,10000,0.357093
5,35000,10000,0.334043
5,35000,10000,0.358151
5,35000,10000,0.390613
5,35000,10000,0.403072
5,35000,10000,0.361151
5,35000,10000,0.369998
5,35000,10000,0.359888
5,40000,10000,0.395788
5,40000,10000,0.508327
5,40000,10000,0.469286
5,40000,10000,0.400333
5,40000,10000,0.434064
5,40000,10000,0.483338
5,40000,10000,0.453782
5,40000,10000,0.388423
5,40000,10000,0.450737
5,40000,10000,0.403823
5,45000,10000,0.502259
5,45000,10000,0.573978
5,45000,10000,0.471332
5,45000,10000,0.468622
5,45000,10000,0.485543
5,45000,10000,0.510444
5,45000,10000,0.488662
5,45000,10000,0.480659
5,45000,10000,0.525443
5,45000,10000,0.494808
5,50000,10000,0.596782
5,50000,10000,0.539068
5,50000,10000,0.522882
5,50000,10000,0.529367
5,50000,10000,0.648157
5,50000,10000,0.501046
5,50000,10000,0.485911
5,50000,10000,0.507937
5,50000,10000,0.524521
5,50000,10000,0.505829
6,1000,10000,0.018619
6,1000,10000,0.027914
6,1000,10000,0.019760
6,1000,10000,0.027017
6,1000,10000,0.027833
6,1000,10000,0.024560
6,1000,10000,0.031600
6,1000,10000,0.021328
6,1000,10000,0.032658
6,1000,10000,0.017042
6,5000,10000,0.052109
6,5000,10000,0.056939
6,5000,10000,0.061995
6,5000,10000,0.065696
6,5000,10000,0.063344
6,5000,10000,0.047084
6,5000,10000,0.091330
6,5000,10000,0.073941
6,5000,10000,0.077749
6,5000,10000,0.052056
6,10000,10000,0.138762
6,10000,10000,0.195494
6,10000,10000,0.121893
6,10000,10000,0.127342
6,10000,10000,0.133518
6,10000,10000,0.166462
6,10000,10000,0.161075
6,10000,10000,0.123448
6,10000,10000,0.138039
6,10000,10000,0.166522
6,15000,10000,0.174544
6,15000,10000,0.171428
6,15000,10000,0.195004
6,15000,10000,0.179699
6,15000,10000,0.159736
6,15000,10000,0.183922
6,15000,10000,0.170661
6,15000,10000,0.184529
6,15000,10000,0.184900
6,15000,10000,0.207115
6,20000,10000,0.253258
6,20000,10000,0.235022
6,20000,10000,0.250747
6,20000,10000,0.297218
6,20000,10000,0.219180
6,20000,10000,0.221362
6,20000,10000,0.248408
6,20000,10000,0.224725
6,20000,10000,0.237996
6,20000,10000,0.330662
6,25000,10000,0.278383
6,25000,10000,0.279540
6,25000,10000,0.259133
6,25000,10000,0.260102
6,25000,10000,0.275795
6,25000,10000,0.270297
6,25000,10000,0.277852
6,25000,10000,0.273218
6,25000,10000,0.252017
6,25000,10000,0.285120
6,30000,10000,0.323441
6,30000,10000,0.415279
6,30000,10000,0.286625
6,30000,10000,0.289815
6,30000,10000,0.298414
6,30000,10000,0.314846
6,30000,10000,0.295442
6,30000,10000,0.355648
6,30000,10000,0.298006
6,30000,10000,0.291251
6,35000,10000,0.338286
6,35000,10000,0.334848
6,35000,10000,0.338580
6,35000,10000,0.417652
6,35000,10000,0.333347
6,35000,10000,0.316992
6,35000,10000,0.362754
6,35000,10000,0.330767
6,35000,10000,0.414082
6,35000,10000,0.334417
6,40000,10000,0.367009
6,40000,10000,0.366372
6,40000,10000,0.392561
6,40000,10000,0.429448
6,40000,10000,0.442793
6,40000,10000,0.386235
6,40000,10000,0.376798
6,40000,10000,0.370523
6,40000,10000,0.447436
6,40000,10000,0.403277
6,45000,10000,0.427666
6,45000,10000,0.425687
6,45000,10000,0.416189
6,45000,10000,0.427425
6,45000,10000,0.427353
6,45000,10000,0.430643
6,45000,10000,0.416297
6,45000,10000,0.405827
6,45000,10000,0.527771
6,45000,10000,0.400563
6,50000,10000,0.513143
6,50000,10000,0.503033
6,50000,10000,0.454159
6,50000,10000,0.502066
6,50000,10000,0.496608
6,50000,10000,0.474833
6,50000,10000,0.445013
6,50000,10000,0.563324
6,50000,10000,0.495552
6,50000,10000,0.492678
7,1000,10000,0.029571
7,1000,10000,0.027936
7,1000,10000,0.028159
7,1000,10000,0.019414
7,1000,10000,0.029158
7,1000,10000,0.023508
7,1000,10000,0.021966
7,1000,10000,0.017989
7,1000,10000,0.020117
7,1000,10000,0.020747
7,5000,10000,0.059688
7,5000,10000,0.057520
7,5000,10000,0.083962
7,5000,10000,0.063713
7,5000,10000,0.076256
7,5000,10000,0.062365
7,5000,10000,0.057448
7,5000,10000,0.065250
7,5000,10000,0.062387
7,5000,10000,0.059772
7,10000,10000,0.144003
7,10000,10000,0.159225
7,10000,10000,0.126414
7,10000,10000,0.141159
7,10000,10000,0.169704
7,10000,10000,0.154341
7,10000,10000,0.181413
7,10000,10000,0.173170
7,10000,10000,0.128896
7,10000,10000,0.136611
7,15000,10000,0.231932
7,15000,10000,0.240510
7,15000,10000,0.244215
7,15000,10000,0.199209
7,15000,10000,0.215373
7,15000,10000,0.177546
7,15000,10000,0.197399
7,15000,10000,0.252991
7,15000,10000,0.225948
7,15000,10000,0.171990
7,20000,10000,0.274764
7,20000,10000,0.306256
7,20000,10000,0.211854
7,20000,10000,0.224471
7,20000,10000,0.218955
7,20000,10000,0.228709
7,20000,10000,0.229939
7,20000,10000,0.302940
7,20000,10000,0.217549
7,20000,10000,0.221235
7,25000,10000,0.365507
7,25000,10000,0.265605
7,25000,10000,0.238593
7,25000,10000,0.371249
7,25000,10000,0.247622
7,25000,10000,0.237030
7,25000,10000,0.268533
7,25000,10000,0.253277
7,25000,10000,0.265814
7,25000,10000,0.340975
7,30000,10000,0.321621
7,30000,10000,0.299164
7,30000,10000,0.324824
7,30000,10000,0.297107
7,30000,10000,0.296210
7,30000,10000,0.437285
7,30000,10000,0.283115
7,30000,10000,0.344551
7,30000,10000,0.314830
7,30000,10000,0.342926
7,35000,10000,0.415945
7,35000,10000,0.360516
7,35000,10000,0.392948
7,35000,10000,0.321390
7,35000,10000,0.417370
7,35000,10000,0.419574
7,35000,10000,0.455141
7,35000,10000,0.475307
7,35000,10000,0.397836
7,35000,10000,0.361334
7,40000,10000,0.472560
7,40000,10000,0.568415
7,40000,10000,0.408162
7,40000,10000,0.435911
7,40000,10000,0.389714
7,40000,10000,0.464940
7,40000,10000,0.521887
7,40000,10000,0.392329
7,40000,10000,0.380406
7,40000,10000,0.391094
7,45000,10000,0.419088
7,45000,10000,0.621208
7,45000,10000,0.475610
7,45000,10000,0.459208
7,45000,10000,0.462861
7,45000,10000,0.621890
7,45000,10000,0.504978
7,45000,10000,0.471996
7,45000,10000,0.427633
7,45000,10000,0.477855
7,50000,10000,0.564282
7,50000,10000,0.468670
7,50000,10000,0.458482
7,50000,10000,0.502593
7,50000,10000,0.592858
7,50000,10000,0.644305
7,50000,10000,0.464444
7,50000,10000,0.483706
7,50000,10000,0.454977
7,50000,10000,0.633264
8,1000,10000,0.030381
8,1000,10000,0.020041
8,1000,10000,0.020775
8,1000,10000,0.034445
8,1000,10000,0.021376
8,1000,10000,0.021233
8,1000,10000,0.028506
8,1000,10000,0.019261
8,1000,10000,0.022113
8,1000,10000,0.030593
8,5000,10000,0.064549
8,5000,10000,0.062222
8,5000,10000,0.056390
8,5000,10000,0.073556
8,5000,10000,0.074222
8,5000,10000,0.074208
8,5000,10000,0.074155
8,5000,10000,0.071272
8,5000,10000,0.061149
8,5000,10000,0.074669
8,10000,10000,0.134042
8,10000,10000,0.194175
8,10000,10000,0.196150
8,10000,10000,0.142340
8,10000,10000,0.166151
8,10000,10000,0.143226
8,10000,10000,0.203092
8,10000,10000,0.163068
8,10000,10000,0.196719
8,10000,10000,0.155028
8,15000,10000,0.217405
8,15000,10000,0.198426
8,15000,10000,0.197999
8,15000,10000,0.227179
8,15000,10000,0.229168
8,15000,10000,0.230584
8,15000,10000,0.197985
8,15000,10000,0.173829
8,15000,10000,0.208079
8,15000,10000,0.228952
8,20000,10000,0.299276
8,20000,10000,0.312409
8,20000,10000,0.300585
8,20000,10000,0.305396
8,20000,10000,0.298197
8,20000,10000,0.301411
8,20000,10000,0.230933
8,20000,10000,0.318418
8,20000,10000,0.221878
8,20000,10000,0.316563
8,25000,10000,0.339845
8,25000,10000,0.360943
8,25000,10000,0.366524
8,25000,10000,0.356017
8,25000,10000,0.306038
8,25000,10000,0.366676
8,25000,10000,0.308366
8,25000,10000,0.274311
8,25000,10000,0.299804
8,25000,10000,0.357220
8,30000,10000,0.425208
8,30000,10000,0.323229
8,30000,10000,0.428644
8,30000,10000,0.330857
8,30000,10000,0.400262
8,30000,10000,0.317476
8,30000,10000,0.381464
8,30000,10000,0.392191
8,30000,10000,0.316577
8,30000,10000,0.318358
8,35000,10000,0.489434
8,35000,10000,0.423667
8,35000,10000,0.432048
8,35000,10000,0.678548
8,35000,10000,0.527670
8,35000,10000,0.464816
8,35000,10000,0.449648
8,35000,10000,0.435703
8,35000,10000,0.493885
8,35000,10000,0.464566
8,40000,10000,0.472990
8,40000,10000,0.523640
8,40000,10000,0.546307
8,40000,10000,0.510684
8,40000,10000,0.490871
8,40000,10000,0.547632
8,40000,10000,0.444454
8,40000,10000,0.437506
8,40000,10000,0.422988
8,40000,10000,0.420169
8,45000,10000,0.585378
8,45000,10000,0.521981
8,45000,10000,0.463042
8,45000,10000,0.535521
8,45000,10000,0.594948
8,45000,10000,0.467179
8,45000,10000,0.462090
8,45000,10000,0.454594
8,45000,10000,0.489960
8,45000,10000,0.569860
8,50000,10000,0.564985
8,50000,10000,0.474699
8,50000,10000,0.494361
8,50000,10000,0.502689
8,50000,10000,0.618562
8,50000,10000,0.527212
8,50000,10000,0.492617
8,50000,10000,0.491927
8,50000,10000,0.584946
8,50000,10000,0.633164
